,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj
Dapma7bEVm001149,-0.3344315,0.224403065,0.685698414,-0.114378529,0.676088362,0.987448425,0.001734127,0.994964764,0.9993904
Dapma7bEVm001150,-0.200748286,0.587832863,NA,0.138312264,0.70541395,0.992113972,-0.301755453,0.418995316,0.997835001
Dapma7bEVm001151,-0.345328115,0.73628755,NA,-0.101360543,0.920942077,0.996018607,-1.012907036,0.328715471,0.997835001
Dapma7bEVm001152,-0.108662731,0.608543559,0.912685894,0.047305076,0.822710745,0.995280907,0.099342786,0.639590295,0.997835001
Dapma7bEVm001153,0.528591376,0.4350729,0.840897202,0.599048055,0.376263713,0.949982894,0.861389709,0.203337924,0.986966954
Dapma7bEVm001154,0.273378871,0.349458418,0.787011711,0.118782091,0.683940228,0.990140684,0.279542086,0.340183802,0.997835001
Dapma7bEVm001155,0.086058557,0.686406687,0.936709574,-0.18105519,0.395780284,0.952985701,0.168143958,0.431186939,0.997835001
Dapma7bEVm001156,0.198527342,0.426563081,0.835238549,-0.091593143,0.713885348,0.994207572,0.065618358,0.793584699,0.998544574
Dapma7bEVm001157,0.454890565,0.350900315,0.788321456,0.282695631,0.562043476,0.971159653,-0.25457958,0.602622954,0.997835001
Dapma7bEVm001158,-0.197619167,0.519710209,0.883663112,-0.218248743,0.476254569,0.959980398,-0.437747211,0.155768575,0.951748095
Dapma7bEVm001159,-0.11934268,0.67498513,0.933101734,0.291561897,0.301069249,0.933826739,0.289407911,0.307556532,0.997835001
Dapma7bEVm001160,-0.06990715,0.938136909,NA,0.837836829,0.349605668,0.944748435,0.692556406,0.440490475,0.997835001
Dapma7bEVm001161,0.018169869,0.947310306,0.991560848,-0.162334128,0.554774674,0.971159653,-0.343385492,0.213443061,0.991607831
Dapma7bEVm001162,-1.098716925,0.44595297,NA,0.838019506,0.557377944,0.971159653,-0.618639854,0.667175347,0.998544574
Dapma7bEVm001163,-0.050986307,0.84769053,0.972106564,-0.088108681,0.738777553,0.995280907,0.032061716,0.904123887,0.998544574
Dapma7bEVm001164,0.108048744,0.771984691,0.956341445,-0.54577793,0.14597764,0.844456647,0.274123232,0.462456951,0.997835001
Dapma7bEVm001165,-1.480239013,0.013813035,NA,-0.360414228,0.54006731,0.971159653,-1.268761251,0.034758728,0.688591446
Dapma7bEVm001166,-0.371581558,0.124081784,0.553141655,-0.163625567,0.496457722,0.964158903,-0.27817358,0.250199226,0.997835001
Dapma7bEVm001168,-0.020123187,0.957785774,0.992677206,0.014607986,0.969244153,0.999117826,-0.042288026,0.911709106,0.998544574
Dapma7bEVm001169,0.04275874,0.857832103,0.973491241,0.034544355,0.884770784,0.996018607,0.27058164,0.256903341,0.997835001
Dapma7bEVm001170,0.339402054,0.054097007,0.370068754,0.17940355,0.308369262,0.93895248,0.0629115,0.722094576,0.998544574
Dapma7bEVm001171,-0.00999149,0.953957107,0.991962559,0.147341063,0.393651424,0.952985701,-0.077133579,0.656295514,0.997835001
Dapma7bEVm001172,0.07165962,0.737040149,0.948821978,0.204062715,0.337327176,0.943571883,0.002429299,0.990945597,0.9993904
Dapma7bEVm001173,-0.079789576,0.68358007,0.936145535,0.098680237,0.611707007,0.980609143,0.015803349,0.935785927,0.998544574
Dapma7bEVm001174,0.263838967,0.304079294,0.754894513,-0.30969632,0.229144478,0.903927488,0.208698523,0.417387744,0.997835001
Dapma7bEVm001175,0.31797254,0.156211285,0.600704039,0.66494207,0.002848788,0.185899856,0.052185432,0.817228248,0.998544574
Dapma7bEVm001176,0.162669745,0.471724245,0.86108394,0.384094758,0.086163679,0.777197534,0.070202824,0.757872301,0.998544574
Dapma7bEVm001177,-0.349383102,0.500925375,NA,-0.149415812,0.772381502,0.995280907,-0.318900558,0.539948502,0.997835001
Dapma7bEVm001178,-0.101439158,0.71221352,0.942675167,0.004468602,0.986992218,0.999771496,-0.264034323,0.339058469,0.997835001
Dapma7bEVm001179,-0.117363175,0.519414805,0.883567146,-0.084086282,0.642504882,0.984108345,0.03975868,0.827379455,0.998544574
Dapma7bEVm001180,0.065144499,0.798089239,0.959643642,0.186453362,0.462182706,0.959980398,0.112652931,0.658869829,0.998307779
Dapma7bEVm001181,0.107197211,0.879243778,NA,0.999702084,0.153716537,0.851074727,0.093445938,0.894847794,0.998544574
Dapma7bEVm001182,0.492808975,0.533481471,NA,0.104653174,0.895041466,0.996018607,0.29964554,0.707020517,0.998544574
Dapma7bEVm001183,-0.859668749,0.010607093,0.141928239,0.020087219,0.9513558,0.997211633,-0.020186792,0.951474111,0.998544574
Dapma7bEVm001184,0.2261663,0.140129419,0.57860328,0.223871371,0.143841973,0.841005835,-0.012249576,0.936444328,0.998544574
Dapma7bEVm001185,2.0387181,6.18E-07,4.83E-05,1.319528121,0.001292589,0.11468921,1.789525219,1.28E-05,0.004456115
Dapma7bEVm001186,-0.050526889,0.85590491,0.973373084,-0.0718587,0.795541697,0.995280907,-0.166145483,0.552622383,0.997835001
Dapma7bEVm001187,-0.382261234,0.302161503,0.753787881,-0.255877243,0.488225575,0.962674654,-0.36304544,0.328132297,0.997835001
Dapma7bEVm001188,-0.080028009,0.86720005,NA,-0.02626696,0.956054571,0.998126384,-0.15598709,0.74556663,0.998544574
Dapma7bEVm001189,-0.213530977,0.841699915,NA,-2.062682396,0.058141682,0.712158349,0.046908132,0.964992968,0.998544574
Dapma7bEVm001190,0.697432001,7.66E-05,0.003309204,0.453880919,0.010061233,0.339219236,0.167371072,0.344158799,0.997835001
Dapma7bEVm001191,-0.708952683,0.164558187,NA,-0.289838929,0.565196885,0.971159653,0.657745724,0.189140723,0.974268556
Dapma7bEVm001192,0.009861194,0.951674496,0.991560848,0.098237768,0.545139716,0.971159653,0.092735321,0.569088044,0.997835001
Dapma7bEVm001193,-0.062076652,0.843683733,0.97049859,-0.254552116,0.418293335,0.952985701,-0.048987759,0.876758665,0.998544574
Dapma7bEVm001194,0.208646976,0.751887005,NA,0.052404951,0.936669837,0.997211633,-0.357603328,0.590633809,0.997835001
Dapma7bEVm001195,-0.029523554,0.816284777,0.963835898,0.034114087,0.787675776,0.995280907,-0.077890426,0.541204121,0.997835001
Dapma7bEVm001196,0.672124261,0.007435481,0.111794949,0.583605619,0.019865418,0.463472503,0.771507956,0.00215366,0.202968262
Dapma7bEVm001197,0.414160188,0.201326362,0.657428706,0.036046545,0.911552636,0.996018607,-0.001803279,0.995590162,0.9993904
Dapma7bEVm001199,0.62576954,0.088109791,0.47432448,0.6861647,0.060549622,0.720307171,0.155138161,0.675756335,0.998544574
Dapma7bEVm001200,-0.080813771,0.848532987,0.972106564,-0.235095191,0.578288255,0.97228775,0.070616196,0.867498258,0.998544574
Dapma7bEVm001201,-0.144179888,0.619863066,0.915434051,-0.347011818,0.232134406,0.905539538,-0.145275931,0.618504499,0.997835001
Dapma7bEVm001202,0.696432286,0.005337108,0.089938195,0.468906826,0.060667222,0.720307171,0.394087609,0.115935931,0.920947209
Dapma7bEVm001204,-0.073049433,0.758892492,0.952673714,-0.15310252,0.518914779,0.967551654,-0.245174144,0.306280978,0.997835001
Dapma7bEVm001205,-1.272435117,0.459542777,NA,-0.054253669,0.974573228,0.999117826,1.150692178,0.497954469,0.997835001
Dapma7bEVm001206,1.808974702,3.18E-11,6.71E-09,1.091754316,6.23E-05,0.013730088,1.407956381,2.44E-07,0.000139603
Dapma7bEVm001207,-0.605072893,0.438509482,0.842052038,-0.268727696,0.730195455,0.994284703,-0.64301315,0.410944755,0.997835001
Dapma7bEVm001208,0.186128492,0.255271466,0.711329496,0.06973238,0.669229607,0.984883206,0.295127542,0.071720275,0.842554623
Dapma7bEVm001209,-0.161386537,0.432795396,0.838972397,-0.177792715,0.386594317,0.952985701,0.071019144,0.72988819,0.998544574
Dapma7bEVm001210,0.205338461,0.275809539,0.730831561,0.241640799,0.199064278,0.882036162,-0.115284317,0.54203054,0.997835001
Dapma7bEVm001211,0.177213651,0.397243371,0.819523842,0.027550432,0.895057414,0.996018607,0.202155902,0.336121936,0.997835001
Dapma7bEVm001212,0.123551468,0.648361492,0.926230703,0.220891937,0.414456,0.952985701,0.06787799,0.80233549,0.998544574
Dapma7bEVm001213,0.463761181,0.721644048,0.945007199,0.778963438,0.549402716,0.971159653,1.206513936,0.353808853,0.997835001
Dapma7bEVm001214,-0.030319847,0.934220783,0.98886437,0.157454738,0.666002395,0.984468508,0.105405597,0.774421352,0.998544574
Dapma7bEVm001215,0.141348565,0.49977591,0.876097028,0.042905783,0.837357815,0.995987636,0.511177168,0.014437448,0.506772553
Dapma7bEVm001216,0.230062536,0.551953404,0.896057112,0.553096973,0.148955991,0.846477171,0.726012097,0.059176763,0.807149757
Dapma7bEVm001217,-0.246557417,0.362365114,0.797653161,0.088148076,0.742885785,0.995280907,-0.145820516,0.590660571,0.997835001
Dapma7bEVm001218,0.107359691,0.912657614,NA,0.985972945,0.309674562,0.939072552,0.500902077,0.608132082,0.997835001
Dapma7bEVm001219,0.643688565,0.607165744,NA,1.190018964,0.338749838,0.943571883,1.341312834,0.281898102,0.997835001
Dapma7bEVm001220,0.496645362,0.067705551,0.415111121,0.453440325,0.095231239,0.793501934,0.304460739,0.263002526,0.997835001
Dapma7bEVm001221,0.207900408,0.175859733,0.628900359,-0.005466166,0.971609466,0.999117826,0.117143459,0.445677681,0.997835001
Dapma7bEVm001222,-0.205880379,0.441644896,0.844627335,-0.055191937,0.834761922,0.995987636,0.06344925,0.812121602,0.998544574
Dapma7bEVm001223,0.27947991,0.335242641,0.778209186,0.069676736,0.810113268,0.995280907,0.152510081,0.599747805,0.997835001
Dapma7bEVm001224,0.908668155,0.42562657,NA,1.528782708,0.176540955,0.867593008,1.363429695,0.230565515,0.997835001
Dapma7bEVm001225,-0.938599532,0.487573909,NA,-2.574132348,0.060947202,0.720307171,-0.32395399,0.810187734,0.998544574
Dapma7bEVm001226,0.877240181,0.023463348,NA,1.001042006,0.009289351,0.329381072,0.72882978,0.061575364,0.81296506
Dapma7bEVm001227,-1.467179982,0.310885696,NA,-0.057377784,0.968143379,0.999117826,-0.709979706,0.622627047,0.997835001
Dapma7bEVm001228,-0.030525276,0.86843893,0.975305254,0.01108612,0.951891278,0.997211633,0.254325114,0.167193581,0.956966695
Dapma7bEVm001229,-0.202694809,0.807883882,NA,-1.351218567,0.108905016,0.803630103,-0.025259086,0.975832568,0.998544574
Dapma7bEVm001230,-0.595718564,0.141085264,NA,-0.754917542,0.061712071,0.720307171,-0.648541464,0.110964059,0.914141657
Dapma7bEVm001231,0.541702955,0.010795373,0.142782114,0.149287147,0.483085333,0.960202862,0.123707227,0.56382605,0.997835001
Dapma7bEVm001232,0.683136009,0.082068499,0.459884513,0.713754861,0.06918461,0.736854678,1.067981686,0.006551194,0.383044313
Dapma7bEVm001233,-0.329280248,0.181438338,0.635407512,-0.176168403,0.472233356,0.959980398,-0.022389278,0.92748656,0.998544574
Dapma7bEVm001234,0.019438869,0.946876808,0.991560848,0.47789048,0.100517395,0.794983305,-0.049988221,0.864148483,0.998544574
Dapma7bEVm001235,-0.051351761,0.95933275,NA,-0.096485988,0.923572268,0.996322139,0.037037453,0.970687892,0.998544574
Dapma7bEVm001236,-0.143241442,0.871343949,NA,-0.189641224,0.829991029,0.995955594,0.371036817,0.674204551,0.998544574
Dapma7bEVm001237,-0.398671918,0.021093398,0.216793254,0.033116151,0.846601203,0.995987636,0.045149304,0.793137486,0.998544574
Dapma7bEVm001238,-0.250206006,0.239407345,0.697724831,-0.395749587,0.062474337,0.720307171,-0.041089362,0.846789277,0.998544574
Dapma7bEVm001239,-0.578775544,0.460697017,NA,0.336142106,0.660576953,0.984108345,0.924743847,0.226176238,0.997835001
Dapma7bEVm001240,0.176152675,0.596323207,0.908948229,-0.420069933,0.207217887,0.884141008,-0.208323585,0.532162446,0.997835001
Dapma7bEVm001241,-0.006093874,0.992229374,NA,-0.489701367,0.436395559,0.954579575,-0.09014398,0.886234561,0.998544574
Dapma7bEVm001242,0.014177547,0.914675983,0.984668427,-0.155847915,0.238569359,0.907861485,0.07728198,0.559724531,0.997835001
Dapma7bEVm001243,0.463164245,0.119966567,0.545944108,0.346610123,0.243615278,0.908193465,0.863235072,0.00365327,0.279285663
Dapma7bEVm001244,-0.619885214,0.560682342,0.897328424,-0.542597661,0.610532517,0.980115306,-0.182122814,0.864264222,0.998544574
Dapma7bEVm001245,-1.117469769,0.335305891,NA,0.974813964,0.389744722,0.952985701,-0.145923854,0.898702312,0.998544574
Dapma7bEVm001246,0.031782644,0.977266366,NA,-0.169375436,0.879241556,0.996018607,-0.126890208,0.909791341,0.998544574
Dapma7bEVm001247,-1.277483372,0.000506054,NA,-0.070888879,0.836307922,0.995987636,0.01151938,0.973530996,0.998544574
Dapma7bEVm001248,-0.643310734,0.19960955,0.656791885,-0.727611793,0.146090634,0.844456647,-0.483086644,0.335694826,0.997835001
Dapma7bEVm001249,-0.005225368,0.992397521,NA,0.410041583,0.452231237,0.95782018,-0.477841187,0.38760089,0.997835001
Dapma7bEVm001250,-0.840578267,0.107736355,0.526108985,-0.427786848,0.409239132,0.952985701,-0.086272496,0.867965541,0.998544574
Dapma7bEVm001251,-0.740883255,0.434410121,NA,-1.65499713,0.082881388,0.772966071,-1.090336565,0.252576908,0.997835001
Dapma7bEVm001252,1.912255855,0.179043974,0.631701585,2.305625069,0.105096906,0.800388183,1.620800295,0.254918541,0.997835001
Dapma7bEVm001253,0.264525256,0.609064758,NA,-0.631019743,0.229781352,0.903927488,0.393279375,0.447687061,0.997835001
Dapma7bEVm001254,0.714095608,0.000330392,0.01073145,0.540880576,0.006539807,0.277967088,0.159360907,0.423145384,0.997835001
Dapma7bEVm001255,1.929703109,0.060048885,0.390599318,1.309969486,0.201802804,0.883183547,1.36017836,0.185096837,0.973746671
Dapma7bEVm001256,-0.412316185,0.034650681,0.290233559,-0.2710189,0.161999491,0.855694214,-0.059334793,0.760436738,0.998544574
Dapma7bEVm001257,-0.491632295,0.220045349,NA,-0.25101785,0.524822813,0.969243458,0.25019614,0.525649757,0.997835001
Dapma7bEVm001258,-0.834058877,0.017454139,0.195183601,-0.329474291,0.341867884,0.943571883,-0.505068659,0.148989599,0.945673822
Dapma7bEVm001259,0.996334839,0.373603246,NA,0.9042589,0.418131197,0.952985701,0.526338912,0.643189704,0.997835001
Dapma7bEVm001260,0.267718255,0.355053745,0.791305404,0.20661494,0.474888264,0.959980398,0.165650708,0.568017409,0.997835001
Dapma7bEVm001261,-0.225278541,0.195036108,0.651140558,-0.151612667,0.381052494,0.951834384,0.01155771,0.946965751,0.998544574
Dapma7bEVm001262,0.07693214,0.798500192,0.959643642,0.015538978,0.95877731,0.998693083,-0.198536277,0.51322192,0.997835001
Dapma7bEVm001263,0.426010169,0.088538324,0.474809271,0.864777758,0.000528222,0.064125206,1.041262492,3.05E-05,0.009047865
Dapma7bEVm001264,0.687654603,1.66E-11,3.71E-09,0.398849436,9.41E-05,0.017511089,0.471310801,4.00E-06,0.001592863
Dapma7bEVm001265,0.155870158,0.563143796,0.897808256,0.257006613,0.338473893,0.943571883,0.096515597,0.721318223,0.998544574
Dapma7bEVm001266,-1.721951206,0.089919194,NA,0.190053328,0.849240652,0.995987636,-0.367933154,0.714126304,0.998544574
Dapma7bEVm001267,-0.638663194,0.092526872,0.486401267,-0.951447335,0.012271534,0.374020676,-0.41043218,0.279534884,0.997835001
Dapma7bEVm001269,-0.426321738,0.69607039,NA,0.601399315,0.575976796,0.971980073,-1.074620352,0.334108983,0.997835001
Dapma7bEVm001270,0.193731655,0.60499551,0.912074241,0.238468602,0.523414288,0.969243458,0.031755873,0.932669997,0.998544574
Dapma7bEVm001271,-0.290064122,0.371576429,0.803625488,0.03793657,0.90570217,0.996018607,-0.06218808,0.847935894,0.998544574
Dapma7bEVm001272,-0.399673728,0.55009929,NA,-1.230072171,0.069652611,0.738638591,-0.327591554,0.625145413,0.997835001
Dapma7bEVm001273,-0.139013148,0.663131936,0.930033312,-0.221739987,0.486472516,0.961065525,-0.209333438,0.513165544,0.997835001
Dapma7bEVm001274,-0.681763268,0.620870488,NA,-1.802137537,0.195761644,0.879981581,-0.730543037,0.597008724,0.997835001
Dapma7bEVm001275,0.037338669,0.972683364,NA,-0.199462297,0.854845568,0.996018607,-0.000111656,0.999918478,0.999938786
Dapma7bEVm001276,0.06962456,0.933811047,0.98886437,-1.095499661,0.191712608,0.877495148,-0.714200693,0.39474435,0.997835001
Dapma7bEVm001277,-1.901529132,0.200564432,NA,-0.707831488,0.629105785,0.983257116,-1.652997968,0.265526171,0.997835001
Dapma7bEVm001278,-0.189330063,0.399493133,0.820189762,-0.189367274,0.397946078,0.952985701,-0.140345074,0.53315264,0.997835001
Dapma7bEVm001279,-0.122831353,0.80318069,0.961592451,-0.227422013,0.644108935,0.984108345,-0.204439319,0.679054087,0.998544574
Dapma7bEVm001280,-0.781676138,0.001997133,0.043578462,-0.637766651,0.011668382,0.36780277,-0.264375257,0.29582314,0.997835001
Dapma7bEVm001281,-0.564820849,0.026428344,0.248514039,-0.488409313,0.054448624,0.697461093,-0.097013975,0.702538089,0.998544574
Dapma7bEVm001282,0.136702955,0.520009853,0.883786247,0.034228287,0.871871062,0.996018607,0.000340315,0.998726616,0.999938786
Dapma7bEVm001283,-0.278914397,0.753928886,NA,-0.899754838,0.314816428,0.941696037,0.35730604,0.686402915,0.998544574
Dapma7bEVm001284,-0.288199471,0.517202184,0.882572806,0.051006074,0.908070076,0.996018607,0.581915365,0.187349782,0.974249988
Dapma7bEVm001285,4.537926617,3.93E-10,7.12E-08,5.708141924,2.90E-15,5.20E-12,6.046933968,6.15E-17,1.47E-13
Dapma7bEVm001286,0.245271493,0.32986713,0.773883876,-0.058624504,0.815908515,0.995280907,-0.169043483,0.503845115,0.997835001
Dapma7bEVm001287,-0.892755728,0.326107148,0.771344468,0.097561244,0.914138589,0.996018607,0.108586961,0.904597751,0.998544574
Dapma7bEVm001288,-1.857586601,0.10902719,0.526572862,-0.180206591,0.876013378,0.996018607,-0.681233626,0.555786889,0.997835001
Dapma7bEVm001289,0.383864131,0.31954123,0.764793518,-0.401198853,0.298376486,0.933826739,0.188645265,0.624817356,0.997835001
Dapma7bEVm001290,0.07726701,0.880420881,NA,0.426176435,0.402936313,0.952985701,0.060519359,0.906551167,0.998544574
Dapma7bEVm001291,-0.348254173,0.659744578,NA,-0.40039632,0.612009858,0.980690885,-0.064838915,0.934614335,0.998544574
Dapma7bEVm001292,-0.441618421,0.02278098,0.226220754,-0.304454989,0.1122525,0.807036234,-0.164808095,0.39412545,0.997835001
Dapma7bEVm001293,1.066802855,0.127167342,0.556970707,0.283096637,0.686083315,0.990313418,1.477343044,0.034575552,0.687084769
Dapma7bEVm001295,-0.127216076,0.571886685,0.901080099,0.146721436,0.510092456,0.967229321,0.20140679,0.369418189,0.997835001
Dapma7bEVm001296,-0.204502971,0.431715517,0.838024418,-0.018864718,0.941939566,0.997211633,0.045947335,0.859707154,0.998544574
Dapma7bEVm001297,-0.85635104,0.157670118,NA,-0.081983202,0.890762193,0.996018607,-0.153304333,0.798592977,0.998544574
Dapma7bEVm001298,-0.243086238,0.529251522,0.887021639,-0.212221064,0.581365871,0.97306878,0.35256371,0.358991158,0.997835001
Dapma7bEVm001299,0.357559992,0.15571016,0.599861231,0.4945805,0.048132757,0.667296119,0.324880899,0.19914335,0.985021292
Dapma7bEVm001300,-0.479502418,0.066153039,0.410516364,-0.201226047,0.437331634,0.954579575,-0.133804969,0.607330832,0.997835001
Dapma7bEVm001301,-0.296940484,0.102823508,0.515835591,-0.251873372,0.165162066,0.858668433,-0.045769199,0.801364911,0.998544574
Dapma7bEVm001302,-0.117400108,0.54151353,0.892509416,-0.175229685,0.360926931,0.947850483,-0.086978409,0.651870894,0.997835001
Dapma7bEVm001303,-0.611912362,0.198535968,NA,-0.037480534,0.935951124,0.997211633,0.259676098,0.578819889,0.997835001
Dapma7bEVm001304,0.09196974,0.700092922,0.940586474,-0.797826976,0.000909262,0.092377181,-0.060218337,0.801590043,0.998544574
Dapma7bEVm001305,0.411870896,0.071119222,0.427116852,0.151093302,0.507958586,0.966399714,0.56896828,0.012676603,0.490513705
Dapma7bEVm001306,-0.15486594,0.806737895,NA,-1.089954101,0.087400552,0.777265818,-0.344583362,0.587621158,0.997835001
Dapma7bEVm001307,0.194536497,0.706823821,NA,0.71744176,0.158809457,0.853317883,0.844197549,0.099186788,0.896061084
Dapma7bEVm001308,1.020648333,0.337450405,NA,0.835436178,0.432288574,0.953450428,0.226191086,0.832363631,0.998544574
Dapma7bEVm001309,0.843319885,0.000302997,0.010033099,-0.11326415,0.628113613,0.983257116,0.24215486,0.300534843,0.997835001
Dapma7bEVm001310,0.524168403,0.639180643,NA,-0.632150041,0.575114357,0.971980073,-0.960811392,0.400335295,0.997835001
Dapma7bEVm001312,0.761516409,0.058957723,0.388070012,-0.011687709,0.97693701,0.999160364,0.946053244,0.018979794,0.551283734
